hostname,pl_name,st_teff,st_mass,st_rad,st_lum,st_met,st_age,st_spectype,ra,dec,sy_dist,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orbper,pl_bmasse,pl_rade,pl_dens,pl_eqt
"HAT-P-37","HAT-P-37 b",5500.00,0.929000,0.877000,-0.20800,0.0300,3.6000,,284.2960393,51.2691212,390.59400000,0.0379000000,0.058000,86.90000,2.79743600000,371.52800000,13.20400000,0.890000,1271.00
"HD 129445","HD 129445 b",5646.00,0.990000,1.175816,0.08968,0.2500,,"G6 V",221.5104196,-68.7629901,67.43860000,2.9000000000,0.700000,52.00000,1840.00000000000,797.74930157,13.30000000,1.860000,
"Kepler-419","Kepler-419 c",6430.00,1.390000,1.740000,0.72680,0.1760,2.1400,,295.4179125,51.1847629,1011.36000000,1.6800000000,0.184000,88.00000,675.47000000000,2320.10000000,12.60000000,6.370000,
"HD 70573","HD 70573 b",5737.00,1.000000,0.976919,-0.00083,-0.1800,0.1020,"G1-1.5 V",125.7079153,1.8591088,59.18200000,1.7600000000,0.400000,,851.80000000000,1900.00000000,12.80000000,4.980000,
"HD 47536","HD 47536 b",4380.00,2.100000,23.470000,2.24845,-0.6500,10.1500,"K1 III",99.4489580,-32.3394531,122.53600000,1.9300000000,0.200000,,712.13000000000,2330.00000000,12.60000000,6.400000,
"WASP-67","WASP-67 b",5200.00,0.910000,0.880000,-0.29441,-0.0700,12.6000,,295.7438485,-19.9497314,189.46900000,0.0517900000,0.000000,85.80000,4.61442000000,136.66690000,12.89035000,0.388000,1003.00
"CoRoT-14","CoRoT-14 b",6035.00,1.130000,1.210000,0.11884,0.0500,4.2000,"F9 V",103.4242023,-5.5360385,1744.60000000,0.0270000000,0.000000,79.60000,1.51214000000,2415.40000000,12.22000000,7.300000,1952.00
"MOA-2008-BLG-310L","MOA-2008-BLG-310L b",,0.210000,,,,,,268.5605420,-34.7780528,7700.00000000,1.1000000000,,,,23.40000000,5.18000000,0.925000,
"Kepler-419","Kepler-419 b",6430.00,1.390000,1.740000,0.72680,0.1760,2.1400,,295.4179125,51.1847629,1011.36000000,0.3700000000,0.833000,88.95000,69.75460000000,794.50000000,10.80000000,3.500000,613.00
"HD 24040","HD 24040 b",5802.00,1.110000,1.300000,0.27569,0.1900,6.6800,"G0 V",57.5962104,17.4752873,46.62240000,4.9200000000,0.040000,89.00000,3668.00000000000,1589.14203500,12.90000000,4.070000,
"HD 11964","HD 11964 c",5303.00,0.910000,2.009710,0.45905,0.1000,7.4500,"G9 V CN+1",29.2884252,-10.2434693,33.53690000,0.2290000000,0.300000,,37.91000000000,25.00000000,5.38000000,0.882000,
"CoRoT-6","CoRoT-6 b",6090.00,1.050000,1.025000,0.02573,-0.2000,2.5000,"F9 V",281.0725563,6.6632062,645.29400000,0.0855000000,0.100000,89.07000,8.88659300000,940.74000000,13.06800000,2.320000,1017.00
"WASP-31","WASP-31 b",6302.00,1.163000,1.252000,0.33572,-0.2000,1.0000,,169.4388603,-19.0547781,383.82900000,0.0465900000,0.000000,84.41000,3.40590960000,151.91600000,17.36300000,0.172000,1423.70
"HD 108236","HD 108236 f",5660.00,0.869000,0.877000,-0.14997,-0.2800,6.7000,"G3 V",186.5740627,-51.3630519,64.59780000,0.1758000000,0.051000,88.96300,29.54115000000,4.72000000,2.01700000,3.160000,
"Kepler-59","Kepler-59 c",6074.00,1.040000,0.940000,0.32374,-0.2000,0.2600,,287.0394932,46.6401677,1163.22000000,0.1311400000,0.000000,88.06000,17.98012350000,3.81000000,1.98000000,1.620000,752.00
"Kepler-58","Kepler-58 c",5843.00,0.950000,1.030000,-0.00422,0.1000,2.1400,,296.3586251,39.1152033,969.25200000,0.1230700000,0.000000,83.89000,15.57415680000,53.00000000,2.86000000,10.000000,799.00
"HD 154857","HD 154857 c",5605.00,1.718000,1.760000,0.66269,-0.2000,5.6400,"G5 V",257.8161940,-56.6810380,63.44820000,5.3600000000,0.060000,,3452.00000000000,819.97000000,13.20000000,1.960000,
"KOI-217","KOI-217 b",5545.00,0.950000,0.860000,-0.16872,0.1200,1.7000,,294.8654667,46.2858128,914.69900000,0.0477000000,0.000000,89.80000,3.90512000000,,12.44200000,,1046.00
"Kepler-51","Kepler-51 c",6018.00,1.040000,0.940000,-0.14170,0.0500,0.3000,,296.4797624,49.9376486,783.83100000,0.3840000000,0.014000,89.44000,85.31200000000,4.00000000,9.00000000,0.030000,439.00
"BD-210397","BD-210397 c",4051.00,0.690000,0.747000,-0.86967,0.1200,4.0000,"K7 V",33.3024198,-21.1962147,23.73240000,5.9000000000,0.430000,33.00000,6240.00000000000,1525.57635360,12.90000000,3.910000,
"Kepler-62","Kepler-62 c",4925.00,0.690000,0.640000,-0.67800,-0.3700,7.0000,"K2 V",283.2125621,45.3496992,300.87400000,0.0929000000,0.000000,89.70000,12.44170000000,4.00000000,0.54000000,,578.00
"Kepler-62","Kepler-62 b",4925.00,0.690000,0.640000,-0.67800,-0.3700,7.0000,"K2 V",283.2125621,45.3496992,300.87400000,0.0553000000,0.000000,89.20000,5.71493200000,9.00000000,1.31000000,,750.00
"CHXR 73","CHXR 73 b",3099.00,0.350000,,,,0.0020,"M3.5",166.6193985,-77.6258725,190.37400000,210.0000000000,,,,3994.48600000,12.30000000,11.800000,
"FU Tau","FU Tau b",2838.00,0.050000,,-0.69897,,0.0010,"M7.25",65.8974962,25.0506711,133.49504660,800.0000000000,,,,5085.28000000,12.20000000,15.400000,2375.00
"GJ 667 C","GJ 667 C b",3350.00,0.330000,,-1.86300,-0.5500,2.0000,"M1.5 V",259.7510609,-34.9977651,7.24396000,0.0504310000,0.200000,,7.20300000000,5.68000000,2.25000000,2.740000,
"HD 168443","HD 168443 c",5491.00,0.980000,1.711479,0.38246,0.0400,11.0800,"G5",275.0159879,-9.5966905,39.62450000,2.8420000000,0.210000,91.21800,1753.10960000000,5500.33841154,12.20000000,16.600000,
"Kepler-59","Kepler-59 b",6074.00,1.040000,0.940000,0.32374,-0.2000,0.2600,,287.0394932,46.6401677,1163.22000000,0.0994300000,0.000000,86.93000,11.86817070000,4.10000000,1.10000000,8.700000,864.00
"Kepler-53","Kepler-53 b",5858.00,0.980000,0.890000,0.03558,0.0000,0.3000,,290.4617926,40.5624966,1366.07000000,0.1361000000,0.000000,89.86000,18.64895250000,111.00000000,2.89000000,1.180000,701.00
"HD 82943","HD 82943 c",5935.00,1.080000,1.182600,0.19405,0.2600,2.3500,"G2/3V",143.7114034,-12.1302976,27.59020000,0.7434500000,0.366300,90.00000,220.07800000000,622.60300000,13.40000000,1.420000,
"HD 82943","HD 82943 b",5935.00,1.080000,1.182600,0.19405,0.2600,2.3500,"G2/3V",143.7114034,-12.1302976,27.59020000,1.1830600000,0.162000,90.00000,441.47000000000,534.25000000,13.50000000,1.190000,
"UZ For","UZ For b",5286.90,0.700000,,,,,,53.8694682,-25.7393857,239.60387482,5.9000000000,0.040000,,5840.00000000000,2002.20000000,,,
"Kepler-69","Kepler-69 b",5638.00,0.810000,0.930000,-0.09700,-0.2900,13.1800,"G4 V",293.2609013,44.8688656,730.62500000,0.0940000000,0.160000,89.62000,13.72234100000,5.65000000,2.24000000,2.760000,779.00
"HIP 5158","HIP 5158 c",4813.00,0.780000,0.754089,-0.56080,0.1700,6.0000,,16.5094891,-22.4536134,51.60260000,7.7000000000,0.140000,,9017.76000000000,4780.16320000,12.20000000,14.500000,
"Kepler-37","Kepler-37 e",5288.00,0.800000,0.772000,-0.32187,-0.2500,3.8000,,284.0592503,44.5183733,63.92070000,0.2500000000,0.000000,89.95000,51.19600000000,8.10000000,0.37000000,879.000000,401.00
"Kepler-65","Kepler-65 d",6211.00,1.250000,1.410000,0.46740,0.1700,2.9000,,288.6887221,41.1511076,303.72800000,0.0840000000,0.014000,92.35000,8.13123000000,4.14000000,1.52000000,5.700000,1117.00
"Kepler-52","Kepler-52 c",4075.00,0.540000,0.520000,-0.99568,0.0000,1.0100,"M0 V",286.7380152,49.9757383,321.54200000,0.1037900000,0.012000,90.00000,16.38500210000,45.40000000,1.84000000,20.000000,433.00
"Kepler-55","Kepler-55 b",4362.00,0.620000,0.580000,-0.76324,-0.0100,2.3400,,285.1683291,44.0264898,578.79600000,0.1593000000,0.000000,89.94000,27.94814490000,43.00000000,2.43000000,16.500000,400.00
"UZ For","UZ For c",5286.90,0.700000,,,,,,53.8694682,-25.7393857,239.60387482,2.8000000000,0.050000,,1916.25000000000,2447.20000000,,,
"Kepler-413","Kepler-413 b",4700.00,0.820000,0.776100,-0.42994,-0.2000,,,288.5106679,51.1624235,847.53600000,0.3553000000,0.118100,89.92900,66.26200000000,67.00000000,4.34700000,3.200000,
"WASP-14","WASP-14 b",6475.00,1.620000,1.400000,0.42732,0.0000,0.7500,,218.2766247,21.8946875,161.99700000,0.0370000000,0.090000,84.32000,2.24375000000,2809.61720000,15.46842000,2.250000,1872.00
"HAT-P-2","HAT-P-2 b",6380.00,1.330000,1.390000,0.53000,0.1800,1.4400,"F8",245.1514324,41.0479601,127.77400000,0.0681400000,0.517200,86.16000,5.63351580000,2866.81223114,10.65975900,7.290000,1540.00
"HAT-P-42","HAT-P-42 b",5743.00,1.178000,1.530000,0.35600,0.2700,5.2000,,135.3443583,6.0970828,405.23800000,0.0575000000,0.000000,85.90000,4.64187800000,331.80100000,14.34800000,0.610000,1428.00
"WASP-59","WASP-59 b",4650.00,0.719000,0.613000,-0.79407,-0.1500,0.5000,"K5 V",349.6229547,24.8892770,115.93600000,0.0697000000,0.100000,89.27000,7.91958500000,274.27600000,8.68700000,2.400000,670.00
"HAT-P-39","HAT-P-39 b",6430.00,1.404000,1.625000,0.60700,0.1900,2.0000,,113.7582526,17.8300283,697.00400000,0.0509000000,0.000000,87.00000,3.54387000000,190.37200000,17.60900000,0.190000,1752.00
"alf Ari","alf Ari b",4553.00,1.500000,13.900000,1.93400,-0.0900,,"K2III",31.7932860,23.4624210,20.21019000,1.2000000000,0.250000,,380.80000000000,572.07000000,13.40000000,1.310000,
"GJ 536","GJ 536 b",3641.00,0.528000,0.529000,-1.35291,-0.0800,4.2000,"M1 V",210.2597264,-2.6522901,10.40920000,0.0668000000,0.000000,,8.70874000000,6.37000000,2.41000000,2.500000,451.00
"WTS-2","WTS-2 b",5000.00,0.820000,0.752000,-0.28812,0.2000,0.6000,"K2 V",293.7327826,36.8154936,1030.76834437,0.0185500000,0.000000,83.55000,1.01870680000,355.96960000,15.27786700,0.540000,2000.00
"KELT-6","KELT-6 c",6272.00,1.126000,1.529000,0.49300,-0.2700,4.9000,"F8",195.9818362,30.6401450,240.72600000,2.3900000000,0.210000,,1276.00000000000,1179.14930000,13.00000000,2.950000,
"Ross 458","Ross 458 c",3965.42,0.556419,0.562566,-1.29769,,0.5000,"M2",195.1912147,12.3755996,11.50940000,1100.0000000000,,,,1906.98000000,14.01125000,3.810000,
"Kepler-38","Kepler-38 b",5623.00,0.941000,1.752000,0.49161,-0.1100,10.0000,"G4 V",286.8303120,42.2791434,1174.59000000,0.4632000000,0.032000,89.44200,105.59900000000,122.00000000,4.30000000,,475.00
"Kepler-30","Kepler-30 d",5498.00,0.990000,0.950000,-0.23658,0.1800,2.0000,,285.2836483,38.9472625,914.22100000,0.5000000000,0.022000,89.84060,143.34394000000,23.10000000,8.80000000,0.190000,308.00
"ROXs 42 B","ROXs 42 B b",3433.00,1.000000,1.336580,-0.79156,,0.0027,"M0",247.8125493,-24.5455770,143.59000000,157.0000000000,0.580000,,,2860.00000000,12.50000000,8.050000,1975.00
"HD 27894","HD 27894 b",4875.00,0.810000,0.891767,-0.44900,0.3000,3.9000,"K2 V",65.1975693,-59.4096776,43.82140000,0.1250000000,0.047000,89.00000,18.01939000000,196.73578393,14.10000000,0.386000,
"HD 233604","HD 233604 b",4791.00,1.500000,10.900000,1.75000,-0.3600,2.4000,"K5",137.4535054,53.5682016,847.05800000,0.7470000000,0.050000,,192.00000000000,2089.64400000,12.70000000,5.610000,
"WD 0806-661","WD 0806-661 b",9552.00,0.620000,,,,2.1000,"DQ",121.7275683,-66.3058835,19.24440000,2500.0000000000,,,,2542.62725600,12.60000000,6.980000,340.00
"Kepler-63","Kepler-63 b",5576.00,0.984000,0.901000,-0.15700,0.0500,0.2100,"G5",289.2262876,49.5482814,194.03300000,0.0800000000,0.450000,87.80600,9.43415050000,120.00000000,6.11000000,3.000000,791.00
"Kepler-77","Kepler-77 b",5520.00,0.950000,0.990000,-0.04600,0.2000,7.5000,"G5 V",289.6079433,44.3454347,639.41100000,0.0450100000,0.000000,88.00000,3.57878087000,136.66100000,10.76100000,0.603000,1440.00
"HAT-P-44","HAT-P-44 c",5295.00,0.942000,0.949000,-0.19400,0.3300,7.5000,,213.1438604,47.0147826,347.85000000,1.7520000000,0.494000,,872.20000000000,1271.30000000,13.00000000,3.180000,
"HATS-5","HATS-5 b",5304.00,0.936000,0.871000,-0.26800,0.1900,3.6000,"G",67.2228465,-21.4820568,246.38400000,0.0542000000,0.019000,89.30000,4.76338700000,75.32300000,10.22300000,0.390000,1025.00
"HD 10180","HD 10180 d",5911.00,1.060000,1.109000,0.17319,0.0800,4.3000,"G1 V",24.4731133,-60.5114881,38.96070000,0.1285900000,0.131000,90.00000,16.35700000000,3295.88058059,,,
"WTS-1","WTS-1 b",6250.00,1.200000,1.150000,0.08842,-0.5000,2.5500,"F6 V",293.9850284,36.2962939,2346.01000000,0.0470000000,0.100000,85.50000,3.35205700000,1274.44000000,16.70000000,1.610000,1500.00
"HD 11506","HD 11506 d",6123.00,1.220000,1.240000,0.33685,0.3000,2.5000,"G0 V",28.2106607,-19.5073960,51.26100000,18.2000000000,0.290000,90.00000,26500.00000000000,4068.20360960,12.30000000,12.000000,
"CoRoT-26","CoRoT-26 b",5590.00,1.090000,1.790000,0.45100,0.0100,8.6000,"G5",279.7504991,6.9697828,1045.18000000,0.0526000000,0.000000,86.80000,4.20474000000,165.26000000,14.12000000,0.280000,1600.00
"CoRoT-25","CoRoT-25 b",6040.00,1.090000,1.190000,0.14101,-0.0100,4.5000,"F9",280.6296561,6.5138223,1103.48000000,0.0578000000,0.000000,84.50000,4.86069000000,85.81000000,12.11000000,0.150000,1330.00
"Kepler-186","Kepler-186 b",3788.00,0.478000,0.472000,-1.38500,-0.2800,4.0000,"M1",298.6527360,43.9549884,177.59400000,0.0343000000,0.000000,89.60000,3.88679070000,1.24000000,1.07000000,5.560000,571.00
"91 Aqr","91 Aqr b",4665.00,1.400000,11.000000,1.69239,-0.0300,3.5600,"K0 III",348.9745031,-9.0878076,44.03040000,0.7000000000,0.027000,,181.40000000000,1017.00000000,13.10000000,2.490000,
"GJ 163","GJ 163 b",3500.00,0.400000,0.409738,-1.70800,0.1000,6.0000,"M",62.3228353,-53.3711768,15.12850000,0.0607000000,0.073000,,8.63182000000,10.60000000,3.25000000,1.700000,
"Kepler-27","Kepler-27 c",5400.00,0.650000,0.590000,-0.32941,0.4100,1.6200,,292.2367608,41.0858710,1044.36000000,0.1910000000,0.000000,88.62000,31.33090000000,4385.87000000,4.90000000,,481.00
"Kepler-27","Kepler-27 b",5400.00,0.650000,0.590000,-0.32941,0.4100,1.6200,,292.2367608,41.0858710,1044.36000000,0.1180000000,0.000000,87.95000,15.33480000000,2895.31000000,4.00000000,,610.00
"HD 215497","HD 215497 c",5113.00,0.920000,0.850000,-0.41000,0.2300,5.8000,"K3 V",341.6527140,-56.5997984,40.54680000,1.3100000000,0.470000,90.00000,566.00000000000,111.23994245,13.00000000,0.278000,
"Kepler-186","Kepler-186 d",3788.00,0.478000,0.472000,-1.38500,-0.2800,4.0000,"M1",298.6527360,43.9549884,177.59400000,0.0781000000,0.000000,89.10000,13.34299600000,2.54000000,1.40000000,5.090000,379.00
"Kepler-11","Kepler-11 d",5663.00,0.961000,1.065000,0.12020,0.0500,8.5000,,297.1150949,41.9091092,646.34600000,0.1550000000,0.004000,89.67000,22.68450000000,7.30000000,3.12000000,1.280000,653.00
"Kepler-11","Kepler-11 b",5663.00,0.961000,1.065000,0.12020,0.0500,8.5000,,297.1150949,41.9091092,646.34600000,0.0910000000,0.045000,89.64000,10.30390000000,1.90000000,1.80000000,1.720000,849.00
"Kepler-31","Kepler-31 c",6340.00,1.210000,1.220000,0.30134,-0.0760,0.2800,,294.0230229,45.8530535,1664.64000000,0.2600000000,0.000000,89.85000,42.63180000000,1493.70000000,5.30000000,0.730000,615.00
"Kepler-32","Kepler-32 c",3900.00,0.580000,0.530000,-1.29243,0.0000,5.6000,"M1 V",297.8423073,46.5743595,323.84700000,0.0900000000,0.000000,89.97000,8.75220000000,158.90000000,2.00000000,0.330000,451.00
"Kepler-1735","Kepler-1735 b",3975.00,0.535000,0.509000,-1.19302,-0.3400,8.1700,,281.0503476,47.1882005,245.30300000,0.0621000000,0.000000,89.80000,7.71792984000,1.84000000,1.19429134,5.940000,502.00
"HD 66141","HD 66141 b",4323.00,1.100000,21.400000,2.24000,-0.3230,6.8400,"K2 III",120.5662825,2.3350265,68.15090000,1.2000000000,0.070000,,480.50000000000,1906.90000000,12.80000000,5.000000,
"HD 208527","HD 208527 b",4035.00,1.600000,51.100000,2.86322,-0.0900,2.0000,"M1 III",329.0999413,21.2399220,312.20200000,2.1000000000,0.080000,,875.50000000000,3146.40000000,12.50000000,8.850000,
"MOA-bin-1L","MOA-bin-1L b",,0.750000,,,,,,261.7925000,-29.7939722,5100.00000000,8.3000000000,,,,1200.00000000,13.00000000,3.000000,
"GU Psc","GU Psc b",4031.81,0.325000,0.450458,-1.60189,0.1000,0.1000,"M3",18.1464850,17.0650029,47.55010000,2000.0000000000,,,,3591.30000000,14.17900000,6.920000,1050.00
"GJ 163","GJ 163 c",3500.00,0.400000,0.409738,-1.70800,0.1000,6.0000,"M",62.3228353,-53.3711768,15.12850000,0.1254000000,0.099000,,25.63058000000,6.80000000,2.50000000,2.390000,
"GJ 163","GJ 163 d",3500.00,0.400000,0.409738,-1.70800,0.1000,6.0000,"M",62.3228353,-53.3711768,15.12850000,1.0304000000,0.373000,,603.95116000000,29.40000000,5.92000000,0.779000,
"Kepler-32","Kepler-32 d",3900.00,0.580000,0.530000,-1.29243,0.0000,5.6000,"M1 V",297.8423073,46.5743595,323.84700000,0.1300000000,0.000000,89.99000,22.78020000000,39.90890000,2.70000000,0.520000,328.00
"Kepler-31","Kepler-31 d",6340.00,1.210000,1.220000,0.30134,-0.0760,0.2800,,294.0230229,45.8530535,1664.64000000,0.4000000000,0.000000,89.89000,87.64510000000,2161.24400000,3.90000000,0.077000,484.00
"HAT-P-45","HAT-P-45 b",6330.00,1.259000,1.319000,0.40000,0.0700,2.0000,,274.3732697,-3.3810594,298.64000000,0.0452000000,0.049000,87.80000,3.12899200000,283.49200000,15.98400000,0.380000,1652.00
"HAT-P-44","HAT-P-44 b",5295.00,0.942000,0.949000,-0.19400,0.3300,7.5000,,213.1438604,47.0147826,347.85000000,0.0507000000,0.044000,89.10000,4.30121900000,111.87100000,13.92200000,0.230000,1108.00
"MOA-2010-BLG-073L","MOA-2010-BLG-073L b",,0.160000,,,,,,272.5472580,-26.5229319,2800.00000000,1.2100000000,,,,3500.00000000,12.40000000,10.100000,
"HAT-P-27","HAT-P-27 b",5316.00,0.916000,0.864673,-0.26926,0.3000,4.4000,"G8",222.7673221,5.9473626,199.17300000,0.0400000000,0.000000,85.00000,3.03957700000,197.05000000,11.43000000,0.760000,1091.99
"DENIS-P J082303.1-491201","DENIS-P J082303.1-491201 b",,0.075000,,,,1.0000,"L1.5",125.7620668,-49.2003008,20.77000000,0.3600000000,0.345000,56.60000,246.36000000000,9057.77000000,11.90000000,29.500000,
"HIP 63242","HIP 63242 b",4830.00,1.540000,10.275655,1.63000,-0.3100,,"G8",194.3824825,-65.6463263,156.45600000,0.5650000000,0.230000,,124.60000000000,2917.56000000,12.50000000,8.210000,
"Kepler-31","Kepler-31 b",6340.00,1.210000,1.220000,0.30134,-0.0760,0.2800,,294.0230229,45.8530535,1664.64000000,0.1600000000,0.000000,89.88000,20.86130000000,36.74180000,5.50000000,0.780000,781.00
"Kepler-32","Kepler-32 f",3900.00,0.580000,0.530000,-1.29243,0.0000,5.6000,"M1 V",297.8423073,46.5743595,323.84700000,0.0130000000,0.000000,88.93000,0.74296000000,969.22800000,0.82000000,1.500000,1026.00
"HD 66428","HD 66428 c",5716.00,1.010000,1.130000,0.09579,0.2300,3.5150,"G8 IV (+ G)",120.8691654,-1.1636019,53.28170000,9.4080000000,0.207000,93.93800,10478.84437000000,560.64930995,13.50000000,1.250000,
"Kepler-424","Kepler-424 c",5460.00,1.010000,0.940000,-0.15000,0.4400,4.9000,,298.6249797,48.5774500,698.64600000,0.7300000000,,,223.30000000000,2215.18000000,12.70000000,5.940000,
"KMT-2023-BLG-1896L","KMT-2023-BLG-1896L b",,0.720000,,,,,"K6 V",271.0317500,-26.9589194,5490.00000000,2.8600000000,,,,16.35000000,4.19000000,1.220000,
"HD 190984","HD 190984 b",5988.00,0.910000,1.530000,0.43000,-0.4800,,"F8 V",302.8779827,-64.6202728,148.18700000,5.5000000000,0.570000,64.00000,4885.00000000000,1137.82569706,13.00000000,2.850000,
"Kepler-134","Kepler-134 c",5983.00,0.956000,1.176000,0.06051,-0.2067,3.5500,,284.7391156,49.5984448,334.79700000,0.0920000000,0.000000,87.87000,10.10578500000,2.13000000,1.26000000,5.850000,892.00
"Kepler-210","Kepler-210 b",4559.00,0.770000,0.650000,-0.79874,0.2772,1.7800,"M0 V",292.5034196,43.0832188,232.75000000,0.0320000000,0.000000,77.86000,2.45323400000,8.96000000,2.94000000,1.940000,737.00
"Kepler-422","Kepler-422 b",5972.00,1.150000,1.240000,0.24000,0.2300,3.4000,,282.6296334,46.3232807,722.79500000,0.0820000000,0.000000,88.30000,7.89144830000,136.66000000,12.89000000,0.380000,1028.00
"Kepler-426","Kepler-426 b",5725.00,0.910000,0.920000,-0.08900,-0.2100,6.0000,"G1 V",289.4346668,49.4734550,843.69500000,0.0414000000,0.180000,85.74000,3.21751883000,108.06000000,12.22000000,0.260000,1300.00
"Kepler-16","Kepler-16 b",4450.00,0.689700,0.648900,-0.90301,-0.3000,3.8000,,289.0758307,51.7572290,75.08520000,0.7048000000,0.006900,90.03220,228.77600000000,105.83300000,8.44930000,0.964000,
"KOI-94","KOI-94 d",6182.00,1.277000,1.520000,0.47900,0.0228,3.1600,,297.3330716,41.8911186,477.05200000,0.1684000000,0.022000,89.87100,22.34298900000,106.00000000,11.27000000,0.363000,806.00
"KOI-94","KOI-94 b",6182.00,1.277000,1.520000,0.47900,0.0228,3.1600,,297.3330716,41.8911186,477.05200000,0.0511900000,0.250000,89.30000,3.74320800000,10.50000000,1.71000000,10.100000,1486.00
"Kepler-35","Kepler-35 b",5606.00,0.887700,1.028400,-0.02700,-0.3400,,,294.4969550,46.6896733,1819.17000000,0.6034700000,0.042000,90.76000,131.45800000000,40.36300000,8.16000000,0.410000,
"HD 103774","HD 103774 b",6489.00,1.335000,1.581047,0.54400,0.2800,1.0500,"F5 V",179.2310729,-12.1079951,56.40890000,0.0700000000,0.090000,,5.88810000000,116.00000000,13.30000000,0.271000,
"HD 109271","HD 109271 b",5783.00,1.047000,1.294595,0.30100,0.1000,7.3000,"G5 V",188.3973970,-11.6215204,55.87160000,0.0790000000,0.250000,,7.85430000000,17.16200000,4.31000000,1.180000,
"Kepler-415","Kepler-415 c",4362.00,0.670000,0.643000,-0.80504,0.0100,4.9000,,293.8045041,38.6390517,530.48700000,0.0695000000,0.000000,89.87000,8.70800000000,4.70000000,2.01000000,3.180000,543.00
"HD 50554","HD 50554 b",5987.00,1.040000,1.020000,0.14300,-0.0400,2.1600,"F8 V",103.6782730,24.2451409,31.16640000,2.3530000000,0.501000,61.00000,1293.00000000000,1859.29618095,12.80000000,4.870000,
"Kepler-428","Kepler-428 b",5150.00,0.870000,0.800000,-0.39000,0.0900,5.0000,"K1 V",290.5817432,40.5773106,686.28400000,0.0433000000,0.220000,89.36000,3.52563254000,403.63000000,12.11000000,1.020000,1070.00
"Kepler-425","Kepler-425 b",5170.00,0.930000,0.860000,-0.32300,0.2400,5.0000,"K1 V",290.3579781,40.5676965,646.64700000,0.0464000000,0.330000,87.02000,3.79701816000,79.45000000,10.96200000,0.270000,1070.00
